ID,Question,Answer,Answer Mode,Source URL
2346,Why do I keep getting logged out of my account?," As a security measure, you will be logged out of the website after 5 minutes. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/account_access_and_password/why_do_i_keep_getting_logged_out_of_my_account.html
2347,What is Multi-Factor Authentication?," TFS uses multi-factor authentication (MFA) to help us verify your identity. MFA is an authentication method used to help prevent unauthorized access to your account by relying on two or more independent factors to verify your identity. With MFA in place, end users are required to supply two or more independent factors to verify your identity. For example, you may be asked to enter your password and a verification code. A verification code is a one-time use code that we send to you by email, text or phone call. For additional security, you may choose to receive a verification code each time you login. You may choose to add this two step verification process when you register your account or anytime from the Profile/Security settings within your account. Although this two step verification process is optional, we may still require a verification code at login in certain instances such as if your risk profile is high, based on your typical login and usage profile and/or you have indicated that you are sharing your device with others. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/account_access_and_password/what_is_multi_factor_authentication.html
2348,What is the best way to protect my accounts password?," 1. Dont use anything that contains the word password, your name, your spouses name, your childs name, your pets name, or a combination of numbers that are easy to guess, such as 12345678 2. Create unique and unusual passwords with lowercase and uppercase letters, characters, and numbers 3. Check your passwords strength 4. Change your password regularly 5. Dont use the password you use for email, social media or other websites or apps 6. Dont share your password with anyone 7. Always log out of your account ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/account_access_and_password/what_is_the_best_way_to_protect_my_account_s_password.html
2349,Why do I have to enter a verification code?, We send verification codes to you via your email or phone as another layer of security to verify your identity and ensure that only you have access to your account. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/account_access_and_password/Why_do_i_have_to_enter_a_verification_code.html
2350,What can I do to protect my TFS account?,"Change your Username and Passwords regularly
Log out after using the TFS website or app
Clear your web browser’s cache to ensure no else can view your information
Do not respond to TFS-branded emails you think may be fraudulent (NOTE: TFS will never send you an email asking for personal information)
Never share personal information such as your SSN, account number, or password with an unauthorized or suspicious entity.
If you suspect a breach of security regarding your TFS account, contact our Customer Service Center",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/account_access_and_password/what_can_i_do_to_protect_my_tfs_account.html
2351,I have more than one TFS retail or lease account. Why arent all of my accounts showing?,"Log in to your account
From the “Dashboard,” click “Add Account” from the top right corner
Select the account you want to add
Click the “Add Account” button",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/account_details/i_have_more_than_one_tfs_finance_or_lease_account_why_are_not_all_of_my_accounts_showing.html
2352,I dont think the information in my contract details is accurate. Who can I contact for help?," For information about contract details or any questions about your account, please contact our [Customer Service Team](/us/en/contact_us.html). ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/account_details/i_do_not_think_the_information_in_my_contract_details_is_accurate_who_can_i_contact_for_help.html
2353,"How can I change the details on my account, including my name and address?","Log in to the website
Select “Menu” from the top navigation bar
Select ”Personal Information"" under Support Center
Select “Edit"" Primary or Billing address
Select ""Save"" to save changes",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/account_details/how_can_i_change_the_details_on_my_account_including_my_name_and_address.html
2354,How can I see my transaction history?,"Log in to the website
From your Dashboard, scroll down the page and click “View All Transactions""",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/account_details/how_can_i_see_my_account_history.html
2355,I am the appointed Estate Administrator for a decedent who financed their vehicle through TFS. There is an outstanding balance on the account. What are my options for closing the account?," Please contact our [Customer Service Team](/us/en/contact_us.html), who can help you determine the best solution. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/account_details/i_am_the_appointed_estate_administrator_for_a_decedent_who_financed_their_vehicle_through_tfs_there_is_an_outstanding_balance_on_the_account_what_are_my_options_for_closing_the_account.html
2356,Do you allow personal financial services sites like Mint.com to access my TFS account?," We respect your privacy and the confidential nature of the information that we gather in working with you. Thats why our website and security protocols are designed to protect your personally identifiable information. Because we dont have agreements with third-party websites like Mint, we cant ensure that their services are compatible with our legal and security requirements. Any enhancements made to the TFS websites or security, including measures to protect and secure your information, may mean that third-party services can no longer access our systems. We apologize for any inconvenience this may cause. You can always access your account through toyotafinancial.com or our myTFS mobile app. ",PORTAL_REDIRECT,https://www.toyotafinancial.com/us/en/planning_tools/faq/account_details/do_you_allow_personal_financial_services_sites_like_mint_com_to_access_my_tfs_account.html
2357,What should I do if I receive a message asking for more information to process my registration?," Please confirm you have entered all information correctly. If you have a billing statement, enter the information exactly as it appears on your statement. If you need additional assistance, please contact our [Customer Service Team](/us/en/contact_us.html). ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/account_registration/what_should_i_do_if_i_receive_a_message_asking_for_more_information_to_process_my_registration.html
2358,Why do I get a message saying my email address is already in use when I attempt to register for account access?," The email address you entered may have been previously used by you or by another customer to register for account access. Your email address is our primary point of contact with you for account-related issues and questions, so its particularly important that your email address be valid and unique. You will receive all Pay Online correspondence at the Account Management email address you choose. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/account_registration/why_do_i_get_a_message_saying_my_email_address_is_already_in_use_when_i_attempt_to_register_for_account_access.html
2359,What should I do if I do not receive my monthly statement?," If you dont receive your monthly statement within a reasonable time period, feel free to mail your payment without it. Billing statements are printed and mailed about 17 days prior to the date your payment is due. If youd like a copy of your billing statement, log in to your account and from your Dashboard, scroll down the page and click Billing Statements. Download up to 13 months of your statements. Payment addresses: Finance: Toyota Financial Services P.O. Box 94305 Palatine, IL 60094-4305 Lease: Toyota Financial Services P.O. Box 94316 Palatine, IL 60094-4316 Note: If your account is through Toyota Credit de Puerto Rico, you will not be able to receive a paper statement. Please contact Toyota Credit de Puerto Rico at www.toyotafinancialpr.com or call [1-800-469-5214](tel:18004695214). ",PHONE_ESCALATION,https://www.toyotafinancial.com/us/en/planning_tools/faq/billing/what_should_i_do_if_i_do_not_receive_my_monthly_statement.html
2360,How do I request a due date change?,"Log in to the website
Select “Menu” from the top navigation bar
Select “Due Date Change request” under Support Center",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/billing/how_do_i_request_a_due_date_change.html
2361,What is included in my billing statement?, [Click here](https://www.toyotafinancial.com/content/dam/tmcc-webcommons/toyotafinancial/videos/How_to_Read_TFS_Billing_Statement.mp4) to understand your billing statement and how to access it online. ,VIDEO,https://www.toyotafinancial.com/us/en/planning_tools/faq/billing/what_is_included_in_my_billing_statement.html
2362,How can I view my electronic (paperless) billing statements online? How long are they available to view online?,"Log in to the website
From your Dashboard, scroll down the page to Billing Statements
Select “View All Statements” to view all available statements",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/billing/how_can_i_view_my_electronic_paperless_billing_statements_online_how_long_are_they_available_to_view_online.html
2363,Is there a fee for electronic (paperless) billing statements?," No, there is no cost to receive paperless billing statements. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/billing/is_there_a_fee_for_electronic_paperless_billing_statements.html
2364,Why do I no longer receive paper billing statements now that I have chosen to view my billing statements through my bank or other online bill pay service provider (eBill)?," If you chose to view your billing statements through your online bill pay service provider, we stop sending your paper billing statements. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/billing/why_do_i_no_longer_receive_paper_billing_statements_now_that_i_have_chosen_to_view_my_billing_statements_through_my_bank_or_other_online_bill_pay_service_provider_ebill.html
2365,I have been receiving electronic (paperless) billing statements for the past 3 months. Why did I receive a paper billing statement in the mail this month?," It may be that your account is past due, or that the total amount due on your electronic (paperless) billing statement differs from your monthly payment amount, which will result in a paper billing statement. If you think your paper billing statement was sent in error, please contact our [Customer Service Team](/us/en/contact_us.html) for assistance. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/billing/i_have_been_receiving_electronic_paperless_billing_statements_for_the_past_3_months_why_did_i_receive_a_paper_billing_statement_in_the_mail_this_month.html
2366,I recently moved to another state. How do I change the license plate (title) and registration on the vehicle I leased through TFS?," Most states require that your vehicle be re-titled, and all states require that your vehicle be re-registered in your new state. Please contact your state or county titling authority to determine the specific requirements in your area. Let them know that you have a leased vehicle, and provide us with written information about your local titling authoritys requirements. Toyota Motor Credit Corporation (TMCC) or Toyota Lease Trust (TLT) must be listed as legal owner and/or lessor of the vehicle on all title and registration paperwork. You are responsible to pay all fees and expenses associated with this transaction. If the vehicle must be re-titled, the state generally requires that the title-holder submit the original title in order to secure a new Certificate of Title. If TMCC or TLT holds the title, your local titling authority sends us (or provides you with) a request that TMCC forward the title to them. You also need a Power of Attorney to re-title your vehicle. Please contact us at the number below to request this document. In case your local titling authority needs to contact us, here is the contact information to use: Toyota Motor Credit Corporation P.O. Box 105386 Atlanta, GA 30348-5386 Phone: [1-800-874-8822](tel:18008748822) ",PHONE_ESCALATION,https://www.toyotafinancial.com/us/en/planning_tools/faq/billing/i_recently_moved_to_another_state_how_do_i_change_the_license_plate_title_and_registration_on_the_vehicle_i_leased_through_tfs.html
2367,What is available through business solutions and what types of businesses are eligible?," TFS Business Solutions offers vehicle financing programs and services, including vehicle and payment protection products available for businesses through participating Toyota dealers and Toyota Financial Services. Our products and services are designed to help meet the unique needs of business customers, including vehicle credit lines, consolidated billing statements, and specialized customer service. Any small- to medium-sized businesses doing business as legal entities (e.g., corporation, general partnership, limited partnership, limited liability company, etc.) or sole proprietorships are eligible for the program. Note : To view PDF documents, you need to install the free Adobe Acrobat Reader DC on to your computer. ",PDF_ATTACHMENT,https://www.toyotafinancial.com/us/en/planning_tools/faq/business_solutions/what_is_available_through_business_solutions_and_what_types_of_businesses_are_eligible.html
2368,What type of documentation do I need to qualify?," Youll need a completed credit application and other documentation for verification and financial review purposes for both the business and owners/co-signers, as applicable. Some applications are subject to further consideration, and additional information, such as tax returns and financial statements, may be required. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/business_solutions/what_type_of_documentation_do_i_need_to_qualify.html
2369,Do I need to own a large fleet of vehicles to be eligible?, No. Theres no need to have a large fleet to be eligible for the program. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/business_solutions/do_i_need_to_own_a_large_fleet_of_vehicles_to_be_eligible.html
2370,I have several business vehicles financed with TFS and I receive separate statements each month with different due dates. How can I combine these bills into one?, Contact the TFS Business Solutions Group at [1-866-935-3388](tel:18669353388) and request Consolidated Billing. They can work with you to consolidate multiple statements into one monthly statement. ,PHONE_ESCALATION,https://www.toyotafinancial.com/us/en/planning_tools/faq/business_solutions/i_have_several_business_vehicles_financed_with_tfs_and_i_receive_separate_statements_each_month_with_different_due_dates_how_can_i_combine_these_bills_into_one.html
2371,Who can I contact for more information?, Your local Toyota dealer can provide you with more information about the TFS Business Solutions program. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/business_solutions/who_can_i_contact_for_more_information.html
2372,What is the 2023 bZ4X?," Toyotas all-electric bZ4X represents the first of a global series of battery-electric vehicles under the global Toyota bZ  Beyond Zero  brand umbrella. The bZ4X is offered in two grades, XLE and Limited. An at-home charging station option will be available. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/bZ4X/what_is_the_2023_bZ4X.html
2373,Who can answer questions about the charging station?, [ChargePoint](https://www.chargepoint.com/) is the company that manufacturers the charging station. Customer assistance is available 24/7 at 888-758-4389. ,PHONE_ESCALATION,https://www.toyotafinancial.com/us/en/planning_tools/faq/bZ4X/who_can_answer_questions_about_the_charging_station.html
2374,Does the home charger come with the vehicle?,"For retail purchase, the charger is treated as an accessory with the associated cost included in the total amount financed.
For lease purchase, the charger is treated as an itemized accessory with amount included in the gross capitalized cost.",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/bZ4X/does_the_home_charger_come_with_the_vehicle.html
2375,Does the customer need to purchase a ChargePoint charger?," No. There are more than 48,000 public charging stations worldwide. Plus, the bZ4X is equipped standard with the necessary hardware for Level 1 at-home charging. Note : Level 1 charging can be time consuming. Toyota is partnering with ChargePoint for faster at-home Level 2 charging capabilities. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/bZ4X/does_the_customer_need_to_purchase_a_ChargePoint_charger.html
2376,What do BEV (battery electric vehicle) charger levels mean?,"Level 1 – Uses standard 120V power commonly available in residential homes. This method can take a day or days to fully charge a BEV.
Level 2 – Often referred to as a “charging station” which can be portable but is typically mounted on a wall. This requires installation by a licensed electrician. A BEV can be charged overnight via Level 2.
Level 3 – This is a high-power charging which can typically charge a BEV in an hour or less. Level 3 is not viable for residential installation.",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/bZ4X/what_do_bev_charger_levels_mean.html
2377,What is the charging power of the charging station?," The ChargePoint Home Flex is a Level 2, 240V, 16- to 50-amp flexible amperage home EV charger. Dealers have the option of selling a Level 2 charger directly to customers. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/bZ4X/what_is_the_charging_power_of_the_charging_station.html
2378,Are ChargePoint chargers under TFS warranty?," No. ChargePoint chargers are not a Toyota qualified accessory; therefore, they are not eligible. All warranty and service needs are handled directly through ChargePoint. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/bZ4X/are_chargepoint_chargers_under_TFS_warranty.html
2379,Which Toyota Protection Products are available for the bZ4X?," Vehicle Service Agreement (Platinum and Lease Wear coverage), Prepaid Maintenance, Guaranteed Auto Protection, Tire Wheel Protection, Key Replacement, and Excess Wear Use. See [bZ4X](/content/dam/tmcc-webcommons/toyotafinancial/documents/planning_tools/FAQS/TFS_BEV_VPP.pdf) flyer for additional details. Please visit your dealer to purchase Toyota Protection Products. ",PDF_ATTACHMENT,https://www.toyotafinancial.com/us/en/planning_tools/faq/bZ4X/which_toyota_protection_products_are_available_for_the_bZ4X.html
2380,What is Consent to Electronic Communications and Agreements?," The Consent to Electronic Communications and Agreements means that you, as a TFS customer, agree to conduct business with TFS via electronic channels, such as the TFS website. A simple analogy would be using a pen to sign documents. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/consent_to_electronic_communications_and_agreements/what_is_consent_to_electronic_communications_and_agreements.html
2381,Are all TFS customers required to agree to the Consent to Electronic Communications and Agreements? What if I dont agree?,"If you are enrolled in Pay Online, it will be cancelled
Any scheduled Pay Online payments not pending will be cancelled
If you were enrolled in paperless billing statements, you will be de-enrolled and paper billing statements will be mailed to you.
Online management of Privacy Choices and Marketing Preferences will not be available
Online account Servicing Features will not be accessible",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/consent_to_electronic_communications_and_agreements/are_all_tfs_customers_required_to_agree_to_the_consent_to_electronic_communications_and_agreements_what_if_i_dont_agree.html
2382,What if I accidentally decline the Consent to Electronic Communications and Agreements and de-enroll?," If youd like to regain access to your account, youll need to go through the online registration process again and agree to the Consent to Electronic Communications and Agreements. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/consent_to_electronic_communications_and_agreements/what_if_i_accidentally_decline_the_consent_to_electronic_communications_and_agreements_and_deenroll.html
2383,What is Pay Online and how can I enroll?," Pay Online is a flexible and convenient electronic payment method that allows you to schedule, view, update, or cancel payments, and check the payment processing status on our website. Customers can also schedule one-time payments and recurring payment profiles. By registering on our website, you were automatically enrolled in Pay Online. To make payments or view payment details, youll need to add a bank account. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/enrolling_in_pay_online/what_is_pay_online_and_how_can_i_enroll.html
2384,Will I receive my billing statements electronically after I enroll in Pay Online or will I continue to receive my statements in the mail?," You will continue to receive paper billing statements in the mail until you enroll in Paperless. To enroll, simply log in to your account and click My Profile, then Paperless. Please note that once a customer registers on our website, they are automatically enrolled in Pay Online. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/enrolling_in_pay_online/will_i_receive_my_billing_statements_electronically_after_i_enroll_in_pay_online_or_will_i_continue_to_receive_my_statements_in_the_mail.html
2385,Can I use Pay Online if my billing statement is unavailable?," Yes. You can use Pay Online to submit a payment even if your billing statement is not available to view online. If you are unsure of how much you currently owe, log in to your account and you will see Amount Due on your Dashboard. Note : If your account is through Toyota Credit de Puerto Rico Corp, you will not be able to receive a paper billing statement. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/enrolling_in_pay_online/can_i_use_pay_online_if_my_billing_statement_is_unavailable.html
2386,How soon are billing statements posted online?," Each statement is typically available to view 17 days before the payment due date. Paper billing statements are formatted as PDF documents. To view PDF documents, you need to install the free Adobe Acrobat Reader DC on to your computer. ",PDF_ATTACHMENT,https://www.toyotafinancial.com/us/en/planning_tools/faq/enrolling_in_pay_online/why_does_the_statements_and_documents_page_say_that_the_information_is_not_real_time.html
2387,Is there a fee for using Pay Online?," No. Pay Online is a free service for all of our customers. However, we recommend that you contact your bank about any fees they might impose for transferring electronic funds. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/enrolling_in_pay_online/is_there_a_fee_for_using_pay_online.html
2388,Which operating systems and browsers are compatible with Pay Online?,"Microsoft Windows 7 or higher
Apple Mac OS X 10.6 or higher
Mozilla Firefox, Version 38.0 or higher
Microsoft Internet Explorer 9 or higher
Apple Safari, Version 6.1 or higher
Google Chrome, Version 41 or higher",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/enrolling_in_pay_online/which_operating_systems_and_browsers_are_compatible_with_pay_online.html
2389,What types of bank accounts can I use to make payments and what are my payment options?," You can make payments from your checking account, as well as certain types of savings accounts from financial institutions that conduct business using U.S. currency. To add your bank account information, have your financial institutions routing number and your bank account number handy. Most financial institutions such as banks, credit unions, and savings and loan institutions will allow you to make payments online. If you are uncertain, contact your financial institution to learn more. Once your bank account has been added, you can choose to make One-Time Payments or Recurring Payments . You may set up your Recurring Payment Schedule for monthly or weekly payments. ",LINK_OUT,https://www.toyotafinancial.com/us/en/planning_tools/faq/enrolling_in_pay_online/what_types_of_bank_accounts_can_i_use_to_make_payments_and_what_are_my_payment_options.html
2390,How do I add a bank account to Pay Online?,"Log in to your account
From your “Dashboard”, click the “Make A Payment” button
Click through to the “Bank Information” page
You will be prompted to “Add Bank Information”
Enter your first and last name, the last 4 digits of your SSN, Bank Account Type, ABA Routing Number, Bank Account Nickname and Bank Account Number
Check the box verifying you are authorized to use the bank account
Click the “Continue” button
Verify the information entered
Click the “Edit” button to make changes, or the “Confirm” button if the information you entered is correct
Upon confirmation, you will see a message, congratulating you for successfully adding a bank account",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/enrolling_in_pay_online/how_do_i_add_a_bank_account_to_pay_online.html
2391,What is an ABA routing number?," An ABA routing number (also known as a Routing Transit number) is an identification number, assigned to a financial institution and each of its branch offices that helps to speed up the processing of transfers. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/enrolling_in_pay_online/what_is_an_aba_routing_number.html
2392,What is an extension and does TFS offer extensions?," An extension is a change in payment terms on a Retail Installment Contract where a scheduled payment may be moved to the end of the contract upon approval by Toyota Financial Services (TFS). We do offer extensions, but they require evaluation and approval, and may come with additional finance charges. Please contact our [Customer Service Team](/us/en/contact_us.html) to discuss your situation and make arrangements. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/extension_and_deferral/what_is_an_extension_and_does_tfs_offer_extensions.html
2393,What is a deferral and does TFS offer deferrals?," A deferral is a change in payment terms on a Lease Agreement where a scheduled payment may be moved to the end of the contract upon approval by Toyota Financial Services (TFS). We do offer deferrals, but they require evaluation and approval, and may come with additional fees. Please contact our [Customer Service Team](/us/en/contact_us.html) to discuss your situation and make arrangements. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/extension_and_deferral/what_is_a_deferral_and_does_tfs_offer_deferrals.html
2394,What is fingerprint authentication?,"Touch ID is fingerprint authentication technology for Apple mobile devices
Fingerprint is fingerprint authentication technology for Android mobile devices",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/what_is_fingerprint_authentication.html
2395,What are the benefits of using fingerprint authentication?,"Quick and convenient to authenticate your identity
No typing long passwords on your mobile device
No more forgetting or resetting your password
Your fingerprint is unique and impossible to guess or replicate
Simplifies account recovery",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/what_are_the_benefits_of_using_fingerprint_authentication.html
2396,Is there a fee for using fingerprint authentication?, No. Fingerprint authentication is free to TFS account holders with mobile devices. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/is_there_a_fee_for_using_fingerprint_authentication.html
2397,Which devices are compatible with fingerprint authentication?,"For Touch ID, Apple mobile device with iOS 6.0 or higher with Touch ID functionality
For Fingerprint, Android mobile device with OS 7.0 or higher with Fingerprint functionality",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/which_devices_are_compatible_with_fingerprint_authentication.html
2398,How do I add a fingerprint to my mobile device?," Visit your device settings and select Touch ID Settings (from an Apple mobile device) or Lock Screen and Security (from an Android mobile device). From there, follow the steps to register one or more fingerprints on your device. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/how_do_i_add_a_fingerprint_to_my_mobile_device.html
2399,Where is my fingerprint stored?, Your device stores the information needed to recognize your fingerprint. The myTFS app utilizes the devices functionality to recognize your fingerprint when you log in. TFS does not store your fingerprint in any way. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/where_is_my_fingerprint_stored.html
2400,"Once I have my fingerprint set up on my mobile device, how do I enable fingerprint authentication from the login page of the myTFS app?","Enter your username, password and select the box next to Enable Touch ID or Enable Fingerprint
Select ""Login""
Enter the Answer to the Security Question, if applicable
Agree to the Electronic Communications & Agreements and Mobile Application Polices and Agreements
Select ""Enable"" to activate fingerprint authentication
Update your Security Question and Answer
Select if you would like the Security Question to be presented with every login
Select ""Finish"" to complete enrollment",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/once_i_have_my_fingerprint_set_up_on_my_mobile_device_how_do_i_enable_fingerprint_authentication_from_the_login_page_of_the_mytfs_app.html
2401,How do I enable fingerprint authentication from Security Settings?,"Log in to the myTFS app with your username and password
Select ""More"" from the Home / My Account page
Select ""Security""
Toggle the Touch ID or Fingerprint switch On
Select ""Continue"" to go to the Login page
Enter your username, password and select the box next to Enable Touch ID or Enable Fingerprint
Select ""Login""
Enter the Answer to the Security Question
Select if the device is Personal or Shared, then select ""Continue""
Agree to the Electronic Communications & Agreements and Mobile Application Policies & Agreements
Select ""Enable"" to activate fingerprint authentication
Select ""OK"" to set up your Security Question and Answer for Fingerprint authentication
Select a new Security Question
Enter the Answer to the Security Question, then select ""Continue""
Select if you would like the Security Question to be presented with every login
Select ""Finish"" to complete enrollment",PORTAL_REDIRECT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/how_do_i_enable_fingerprint_authentication_from_security_settings.html
2402,How to do I disable fingerprint authentication from Security Settings?,"Log in to the myTFS app
Select ""More"" from the Home / My Account page
Select ""Security""
Toggle the Touch ID or Fingerprint switch Off
Confirmation pop up is presented
Select ""Continue"" to turn disable fingerprint authentication",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/how_to_do_i_disable_fingerprint_authentication_from_security_settings.html
2403,"Once fingerprint authentication is enabled and set up on the myTFS app, how do I log in to my TFS account using fingerprint authentication?","Open the myTFS app
You will be prompted to scan your fingerprint to log in by placing your finger on the device touchpad (Home button)
If challenged with a Security Question, enter the Answer
Select ""Continue"" to complete login",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/once_fingerprint_authentication_is_enabled_and_set_up_on_the_mytfs_app_how_do_i_log_in_to_my_tfs_account_using_fingerprint_authentication.html
2404,Can I use different fingerprints to log in?, Yes. You can log in using any fingerprint registered on your device. ,DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/can_i_use_different_fingerprints_to_log_in.html
2405,Should I use fingerprint authentication if I share my device with others?," No. When you log in with Touch ID or Fingerprint enabled, anyone with a registered fingerprint on your device can log into your TFS account. We highly recommend you do not enable Touch ID or Fingerprint if you share your device. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/shoul_i__use_fingerprint_authentication_if_i_share_my_device_with_others.html
2406,What should I do if my device is lost or stolen?," You should contact your mobile carrier first, then [contact our Customer Service Center](https://www.toyotafinancial.com/pub/w/customer_service/contact_us) and let us know that you device has been lost or stolen. We can disable the login feature within the fingerprint authentication feature on the myTFS app. If you have the Find My iPhone app on your Apple mobile device, or the Find My Device app on your Android mobile device, you can lock your device and keep your information safe. Contact Apple or Google for more information. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/what_should_i_do_if_my_device_is_lost_or_stolen.html
2407,"Once I have enrolled in Touch ID or Fingerprint, can I still log in to my account with my username and password?"," Yes. You can log in to your account with your username and password any time. When you open the myTFS app and prompted to scan your fingerprint, select Cancel to return to the Login page where you can enter your username and password. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/once_i_have_enrolled_in_touch_id_or_fingerprint_can_i_still_log_in_to_my_account_with_my_username_and_password.html
2408,What happens if I change a fingerprint stored on my phone?," If a change to the fingerprint registry is detected on your device, fingerprint authentication will be disabled. You will have to add a new fingerprint to reactivate fingerprint authentication on your device. ",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/what_happens_if_i_change_a_fingerprint_stored_on_my_phone.html
2409,How do I enable additional security from Security Settings?,"Log in to the myTFS app
Select ""More"" from the Home/My Account page
Select ""Security""
Toggle switch On or Off to have your security question presented every time you login
Select a Security Question
Enter the Answer to the Security Question
Select ""Continue""
Receive a confirmation pop-up
Select ""OK""",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/how_do_i_enable_additional_security_from_security_settings.html
2410,How do I disable additional security?,"Log in to the myTFS app
Select ""More"" from the Home/My Account page
Select ""Security""
Toggle switch On or Off to have their security question presented during fingerprint authentication login
Receive a confirmation pop-up
Select ""Confirm"" to disable fingerprint authentication two-step verification",DIRECT_TEXT,https://www.toyotafinancial.com/us/en/planning_tools/faq/fingerprint_authentication/how_do_i_disable_additional_security.html
2411,How to file a GAP claim?," Filing a GAP claim is quick and easy through our digital self-service process. Simply [click here](https://tmisvpp.com/home-page.html#gap-claim) (this is the hyperlink location - [https://tmisvpp.com/home-page.html#gap-claim)](https://tmisvpp.com/home-page.html#gap-claim)) to start your claim. Follow the step-by-step instructions to submit your claim online. You can still submit your claim over the phone, call us at 1-800-255-8713 and we will walk you through the process. ",PHONE_ESCALATION,https://www.toyotafinancial.com/us/en/planning_tools/faq/Guaranteed_Auto_Protection_GAP/How_to_file_a_GAP_claim.html
